sample_start,sample_end,record_number,unique_storm_id,runoff_volume,percent_runoff_sampled,number_of_samples,comments,discrete,estimated,exclude,frozen,unique_storm_number,storm_start,storm_end,storm_type,storm_precipitation_inches,storm_erosivity_index,peak_discharge,storm_runoff_cubic_feet,storm_runoff_inches,suspended_sediment_80154_mg_l,flag_suspended_sediment,suspended_sediment_load_pounds,suspended_sediment_yield_pounds_per_acre,chloride_00940_mg_l,flag_chloride,chloride_load_pounds,chloride_yield_pounds_per_acre,no2_no3n_00631_mg_l,flag_no2_no3n,no2_no3n_load_pounds,no2_no3n_yield_pounds_per_acre,ammonium_n_00608_mg_l,flag_ammonium_n,ammonium_n_load_pounds,ammonium_n_yield_pounds_per_acre,tkn_unfiltered_00625_mg_l,flag_tkn_unfiltered,tkn_unfiltered_load_pounds,tkn_unfiltered_yield_pounds_per_acre,orthophosphate_00671_mg_l,flag_orthophosphate,orthophosphate_load_pounds,orthophosphate_yield_pounds_per_acre,tp_unfiltered_00665_mg_l,flag_tp_unfiltered,tp_unfiltered_load_pounds,tp_unfiltered_yield_pounds_per_acre,total_nitrogen_computed_mg_l,total_nitrogen_load_in_pounds,total_nitrogen_yield_pounds_per_acre,organic_nitrogen_computed_mg_l,organic_nitrogen_load_pounds,organic_nitrogen_yield_pounds_per_acre
03/05/17 12:45,03/07/17 00:33,1701209,ESW2-78a,66554,100%,8,,0,0,0,0,212,03/05/17 12:45,03/07/17 00:33,,,,1.51,66554,0.68,134,,556.8,20.5,50.6,,210.2,7.8,1.4,,5.82,0.21,3.05,,12.67,0.47,6.53,,27.13,1.00,0.82,,3.42,0.13,1.23,,5.11,0.19,7.9,32.95,1.22,3.5,14.46,0.53
03/07/17 00:33,03/07/17 17:15,1701210,ESW2-78b,24290,100%,9,,0,0,0,0,213,03/07/17 00:33,03/07/17 17:15,,,,2.76,24290,0.25,2126,,3223.8,119.0,51.4,,77.9,2.9,1.5,,2.27,0.08,3.19,,4.84,0.18,14.3,,21.68,0.80,0.81,,1.23,0.05,4.25,,6.44,0.24,15.8,23.96,0.88,11.1,16.85,0.62
03/24/17 16:01,03/25/17 15:23,1701330,ESW2-79a,10037,100%,14,,0,0,0,0,214,03/24/17 16:01,03/25/17 15:23,,,,0.34,10037,0.10,270,,169.2,6.2,73.8,,46.2,1.7,6.6,,4.14,0.15,1.95,,1.22,0.05,8.83,,5.53,0.20,0.43,,0.27,0.01,1.29,,0.81,0.03,15.4,9.67,0.36,6.9,4.31,0.16
03/25/17 15:23,03/26/17 09:49,1701331,ESW2-79b,8442,100%,8,,0,0,0,0,215,03/25/17 15:23,03/26/17 09:49,,,,0.32,8442,0.09,79,,41.6,1.5,87.6,,46.2,1.7,7.4,,3.90,0.14,3.82,,2.01,0.07,8.49,,4.47,0.17,0.53,,0.28,0.01,0.948,,0.50,0.02,15.9,8.37,0.31,4.7,2.46,0.09
03/26/17 09:49,03/27/17 16:13,1701332,ESW2-79c,35806,100%,6,,0,0,0,0,216,03/26/17 09:49,03/28/17 15:30,,,,1.32,35806,0.36,732,,1636.2,60.4,73.4,,164.1,6.1,6.4,,14.31,0.53,3.22,,7.20,0.27,9.98,,22.31,0.82,0.50,,1.12,0.04,1.87,,4.18,0.15,16.4,36.61,1.35,6.8,15.11,0.56
03/30/17 01:00,03/31/17 15:30,1701453,ESW2-80,17828,100%,15,,0,0,0,0,217,03/30/17 01:00,03/31/17 15:30,,,,0.56,17828,0.18,168,,187.0,6.9,76.0,,84.6,3.1,2.4,,2.67,0.10,3.02,,3.36,0.12,8.85,,9.85,0.36,0.63,,0.70,0.03,1.23,,1.37,0.05,11.3,12.52,0.46,5.8,6.49,0.24
,,,,,0%,,,0,1,0,0,218,04/03/17 11:30,04/03/17 19:45,,,,0.05,571,0.01,240,,8.6,0.3,61.9,,2.2,0.1,1.3,,0.05,0.00,1.31,,0.05,0.00,6.87,,0.24,0.01,0.64,,0.02,0.00,1.53,,0.05,0.00,8.2,0.29,0.01,5.6,0.20,0.01
04/03/17 19:45,04/04/17 21:30,1701454,ESW2-81,23021,100%,13,,0,0,0,0,219,04/03/17 19:45,04/04/17 21:30,,,,0.84,23021,0.23,240,,344.9,12.7,61.9,,89.0,3.3,1.3,,1.87,0.07,1.31,,1.88,0.07,6.87,,9.87,0.36,0.64,,0.92,0.03,1.53,,2.20,0.08,8.2,11.74,0.43,5.6,7.99,0.29
,,,,,0%,,,0,1,0,0,220,04/15/17 02:58,04/15/17 05:00,,,,0.01,25,0.00,240,,0.4,0.0,61.9,,0.1,0.0,1.3,,0.00,0.00,1.31,,0.00,0.00,6.87,,0.01,0.00,0.64,,0.00,0.00,1.53,,0.00,0.00,8.2,0.01,0.00,5.6,0.01,0.00
04/15/17 05:18,04/15/17 16:15,01701512,ESW2-82,1874,100%,4,,0,0,0,0,221,04/15/17 05:18,04/15/17 16:15,,,,0.29,1874,0.02,1451,,169.8,6.3,37.0,,4.3,0.2,4.7,,0.55,0.02,0.37,,0.04,0.00,9.27,,1.08,0.04,0.30,,0.04,0.00,3.23,,0.38,0.01,14.0,1.63,0.06,8.9,1.04,0.04
04/15/17 23:30,04/16/17 14:30,01701513,ESW2-83,57007,100%,17,,0,0,0,0,222,04/15/17 23:30,04/16/17 14:30,,,,14.16,57007,0.58,6989,,24872.7,917.8,27.7,,98.6,3.6,2,,7.12,0.26,0.26,,0.93,0.03,30.3,,107.83,3.98,0.38,,1.37,0.05,11.5,,40.93,1.51,32.3,114.95,4.24,30.0,106.91,3.94
04/20/17 01:06,04/20/17 18:45,01701514,ESW2-84a,40621,103%,14,,0,0,0,0,223,04/20/17 01:06,04/20/17 18:45,,,,5.36,39511,0.40,4310,,10631.1,392.3,23.4,,57.7,2.1,1.2,,2.96,0.11,0.15,,0.37,0.01,20.1,,49.58,1.83,0.35,,0.85,0.03,7.69,,18.97,0.70,21.3,52.54,1.94,20.0,49.21,1.82
04/20/17 18:45,04/21/17 09:00,01701545,ESW2-84b,2834,123%,3,,0,0,0,0,224,04/20/17 18:45,04/21/17 09:00,,,,0.29,2297,0.02,308,,44.2,1.6,54.5,,7.8,0.3,1.4,,0.20,0.01,0.16,,0.02,0.00,4.68,,0.67,0.02,0.47,,0.07,0.00,1.22,,0.17,0.01,6.1,0.87,0.03,4.5,0.65,0.02
04/27/17 04:31,04/28/17 05:30,01702077,ESW2-85,15644,109%,11,,0,0,0,0,225,04/27/17 04:31,04/28/17 05:30,,,,0.93,14361,0.15,592,,530.8,19.6,33.4,,29.9,1.1,1.8,,1.61,0.06,0.17,,0.15,0.01,4.92,,4.41,0.16,0.40,,0.35,0.01,1.7,,1.52,0.06,6.7,6.02,0.22,4.8,4.26,0.16
05/01/17 00:15,05/01/17 15:03,01702085,ESW2-86a,45251,100%,13,,0,0,0,0,226,05/01/17 00:15,05/01/17 15:03,,,,5.19,45251,0.46,2089,,5901.3,217.8,24.3,,68.6,2.5,0.7,,1.98,0.07,0.1,,0.28,0.01,10.4,,29.38,1.08,0.37,,1.05,0.04,3.82,,10.79,0.40,11.1,31.36,1.16,10.3,29.10,1.07
05/01/17 15:04,05/02/17 15:00,01702086,ESW2-86b,10649,100%,10,,0,0,0,0,227,05/01/17 15:04,05/02/17 14:15,,,,0.63,10649,0.11,346,,230.0,8.5,51.3,,34.1,1.3,0.5,,0.33,0.01,0.15,,0.10,0.00,4.02,,2.67,0.10,0.50,,0.33,0.01,1.2,,0.80,0.03,4.5,3.00,0.11,3.9,2.57,0.09
06/03/17 05:51,06/03/17 13:15,01702384,ESW2-87,19213,100%,10,,0,0,0,0,228,06/03/17 05:51,06/03/17 13:15,before blowouts - ok,,,9.45,19213,0.20,8010,,9607.4,354.5,8.0,,9.6,0.4,14.5,,17.39,0.64,0.82,,0.98,0.04,34,,40.78,1.50,0.26,,0.31,0.01,8.13,,9.75,0.36,48.5,58.17,2.15,33.2,39.80,1.47
06/03/17 20:51,06/03/17 22:45,01702808,ESW2-88,45924,100%,8,sampled incorrectly,0,1,0,0,229,06/03/17 20:51,06/03/17 22:45,Blowout. Splitting records included 1 bottle from ESW2-88,,,44.82,45924,0.47,18003,,51613.3,1904.5,7.6,,21.8,0.8,9.9,,28.38,1.05,0.89,,2.55,0.09,51.5,,147.65,5.45,0.34,,0.98,0.04,20.2,,57.91,2.14,61.4,176.03,6.50,50.6,145.10,5.35
,,,,,,,,0,1,0,0,230,06/03/17 22:58,06/04/17 00:45,peak < 1.95 feet,,,0.04,85,0.00,7794,,41.5,1.5,2.9,,0.0,0.0,3.9,,0.02,0.00,0.33,,0.00,0.00,24.5,,0.13,0.00,0.37,,0.00,0.00,9.35,,0.05,0.00,28.4,0.15,0.01,24.2,0.13,0.00
06/14/17 15:45,06/14/17 19:45,01702809,ESW2-89,7497,100%,7,,0,0,0,0,231,06/14/17 15:51,06/14/17 19:45,peak < 1.95 feet,,,5.32,7497,0.08,7794,,3647.8,134.6,2.9,,1.4,0.1,3.9,,1.83,0.07,0.33,,0.15,0.01,24.5,,11.47,0.42,0.37,,0.17,0.01,9.35,,4.38,0.16,28.4,13.29,0.49,24.2,11.31,0.42
06/18/17 04:57,06/18/17 07:15,01702810,ESW2-90,3560,100%,5,,0,0,0,0,232,06/18/17 04:57,06/18/17 07:15,peak < 1.95 feet,,,2.74,3560,0.04,7323,,1627.4,60.1,3.2,,0.7,0.0,1.9,,0.42,0.02,0.21,,0.05,0.00,22.7,,5.04,0.19,0.25,,0.06,0.00,8.6,,1.91,0.07,24.6,5.47,0.20,22.5,5.00,0.18
06/18/17 13:00,06/18/17 16:00,01702811,ESW2-91,3446,100%,5,,0,0,0,0,233,06/18/17 13:00,06/18/17 16:00,peak < 1.95 feet,,,2.76,3446,0.04,8279,,1780.8,65.7,7.8,,1.7,0.1,10.8,,2.32,0.09,0.31,,0.07,0.00,26.9,,5.79,0.21,0.20,,0.04,0.00,9.84,,2.12,0.08,37.7,8.11,0.30,26.6,5.72,0.21
06/22/17 01:45,06/22/17 04:29,01702792,ESW2-92a,47991,100%,14,,0,1,0,0,234,06/22/17 01:45,06/22/17 04:29,requested before rating was modified,,,35.98,47991,0.49,9018,,27018.1,997.0,1.5,,4.5,0.2,2,,5.99,0.22,0.21,,0.63,0.02,26.7,,79.99,2.95,0.29,,0.86,0.03,10.4,,31.16,1.15,28.7,85.99,3.17,26.5,79.36,2.93
06/22/17 04:29,06/22/17 08:30,01702793,ESW2-92b,42989,100%,10,sampled incorrectly,0,1,0,0,235,06/22/17 04:29,06/22/17 08:30,"requested before rating was modified, also splitting record contains samples from following event.",,,33.36,42989,0.44,9831,,26383.9,973.6,9.3,,25.0,0.9,5.2,,13.96,0.51,0.23,,0.62,0.02,27.2,,73.00,2.69,0.31,,0.83,0.03,10.3,,27.64,1.02,32.4,86.95,3.21,27.0,72.38,2.67
06/22/17 16:47,06/23/17 10:45,01702794,ESW2-93,64157,100%,17,,0,0,0,0,236,06/22/17 16:47,06/23/17 10:45,peak < 1.95 feet,,,8.23,64157,0.65,2454,,9828.8,362.7,29.0,,116.2,4.3,23,,92.12,3.40,0.16,,0.64,0.02,11.7,,46.86,1.73,0.43,,1.70,0.06,3.18,,12.74,0.47,34.7,138.98,5.13,11.5,46.22,1.71
,,,,,0%,,,0,1,0,0,237,06/28/17 16:30,06/28/17 19:00,,,,1.07,1972,0.02,2454,,302.1,11.1,29.0,,3.6,0.1,1.6,,0.20,0.01,0.21,,0.03,0.00,8.48,,1.04,0.04,0.43,,0.05,0.00,3.18,,0.39,0.01,10.1,1.24,0.05,8.3,1.02,0.04
,,,,,0%,,,0,1,0,0,238,06/29/17 00:07,06/29/17 04:15,,,,0.15,254,0.00,2454,,38.8,1.4,29.0,,0.5,0.0,1.6,,0.03,0.00,0.21,,0.00,0.00,8.48,,0.13,0.00,0.43,,0.01,0.00,3.18,,0.05,0.00,10.1,0.16,0.01,8.3,0.13,0.00
,,,,,0%,,,0,1,0,0,239,07/02/17 09:34,07/02/17 10:00,,,,0.02,3,0.00,4644,,0.8,0.0,7.8,,0.0,0.0,1.6,,0.00,0.00,0.21,,0.00,0.00,8.48,,0.00,0.00,0.27,,0.00,0.00,4.86,,0.00,0.00,10.1,0.00,0.00,8.3,0.00,0.00
07/07/17 17:58,07/07/17 21:15,01703302,ESW2-94,40801,100%,7,sampled incorreclty,0,1,0,0,240,07/07/17 17:58,07/07/17 21:15,requested before rating was modified,,,29.98,40801,0.41,4644,,11828.8,436.5,7.8,,19.9,0.7,0.1,,0.25,0.01,0.91,,2.32,0.09,14.4,,36.68,1.35,0.27,,0.69,0.03,4.86,,12.38,0.46,14.5,36.93,1.36,13.5,34.36,1.27
07/15/17 20:45,07/15/17 23:45,01703423,ESW2-95,44148,100%,6,,0,0,0,0,241,07/15/17 20:45,07/15/17 23:45,,,,28.40,44148,0.45,2531,,6975.6,257.4,2.3,,6.3,0.2,1.6,,4.41,0.16,0.21,,0.58,0.02,8.48,,23.37,0.86,0.29,,0.79,0.03,3.3,,9.10,0.34,10.1,27.78,1.03,8.3,22.79,0.84
,,,,,0%,,,0,1,0,0,242,07/18/17 19:24,07/18/17 21:45,,,,3.59,4487,0.05,2531,,708.9,26.2,2.3,,0.6,0.0,1.6,,0.45,0.02,0.21,,0.06,0.00,8.48,,2.38,0.09,0.29,,0.08,0.00,3.3,,0.92,0.03,10.1,2.82,0.10,8.3,2.32,0.09
,,,,,0%,,,0,1,0,0,243,07/19/17 00:25,07/19/17 01:45,,,,0.16,104,0.00,2531,,16.4,0.6,2.3,,0.0,0.0,1.6,,0.01,0.00,0.21,,0.00,0.00,8.48,,0.05,0.00,0.29,,0.00,0.00,3.3,,0.02,0.00,10.1,0.07,0.00,8.3,0.05,0.00
,,,,,0%,,,0,1,0,0,244,11/17/17 20:45,11/18/17 04:45,,,,0.10,534,0.01,479,,16.0,0.6,26.6,,0.9,0.0,5.4,,0.18,0.01,2.6,,0.09,0.00,7.98,,0.27,0.01,2,,0.07,0.00,3,,0.10,0.00,13.4,0.45,0.02,5.4,0.18,0.01
,,,,,0%,,,0,1,0,0,245,12/04/17 06:30,12/04/17 09:00,,,,0.02,37,0.00,479,,1.1,0.0,26.6,,0.1,0.0,5.4,,0.01,0.00,2.6,,0.01,0.00,7.98,,0.02,0.00,2,,0.00,0.00,3,,0.01,0.00,13.4,0.03,0.00,5.4,0.01,0.00
01/11/18 04:00,01/11/18 22:30,,,2324,100%,5,,0,0,0,1,246,01/11/18 04:00,01/11/18 22:30,,,,0.10,2324,0.02,479,,69.5,2.6,26.6,,3.9,0.1,5.4,,0.78,0.03,2.6,,0.38,0.01,7.98,,1.16,0.04,2,,0.29,0.01,3,,0.44,0.02,13.4,1.94,0.07,5.4,0.78,0.03
01/22/18 05:45,01/22/18 21:03,1800504,ESW2-96,23096,100%,11,,0,0,0,1,247,01/22/18 05:45,01/22/18 21:03,,,,1.95,23096,0.23,479,,690.6,25.5,26.6,,38.4,1.4,5.4,,7.79,0.29,2.6,,3.75,0.14,7.98,,11.51,0.42,2.00,,2.88,0.11,3,,4.33,0.16,13.4,19.29,0.71,5.4,7.76,0.29
,,,,,0%,,,0,1,0,1,248,01/25/18 14:30,01/26/18 00:00,,,,0.02,181,0.00,105,,1.2,0.0,38.2,,0.4,0.0,5.9,,0.07,0.00,3.23,,0.04,0.00,7.35,,0.08,0.00,1.9,,0.02,0.00,2.3,,0.03,0.00,13.3,0.15,0.01,4.1,0.05,0.00
01/26/18 10:45,01/27/18 21:00,1800505,ESW2-97,2695,100%,15,,0,0,0,1,249,01/26/18 10:45,01/27/18 21:00,,,,0.10,2695,0.03,105,,17.7,0.7,38.2,,6.4,0.2,5.9,,0.99,0.04,3.23,,0.54,0.02,7.35,,1.24,0.05,1.90,,0.32,0.01,2.3,,0.39,0.01,13.3,2.23,0.08,4.1,0.69,0.03
02/15/18 10:00,02/16/18 01:20,1800752,ESW2-98,11156,100%,4,,0,0,0,1,250,02/15/18 10:00,02/16/18 01:20,,,,1.00,11156,0.11,287,,199.9,7.4,21.3,,14.8,0.5,3.7,,2.58,0.10,2.41,,1.68,0.06,6.44,,4.49,0.17,1.50,,1.04,0.04,2.1,,1.46,0.05,10.1,7.06,0.26,4.0,2.81,0.10
,,,,,0%,,,0,1,0,1,251,02/20/18 05:45,02/20/18 21:16,,,,2.10,38392,0.39,287,,687.9,25.4,21.3,,51.1,1.9,3.7,,0.12,0.00,2.41,,5.78,0.21,6.44,,15.44,0.57,1.5,,3.60,0.13,2.1,,5.03,0.19,10.1,24.30,0.90,4.0,9.66,0.36
02/23/18 05:49,02/23/18 20:33,1800753,ESW2-99,10065,100%,5,,0,0,0,1,252,02/23/18 05:49,02/23/18 20:33,,,,0.48,10065,0.10,189,,118.8,4.4,20.0,,12.6,0.5,4.2,,0.03,0.00,2.11,,1.33,0.05,5.99,,3.76,0.14,1.50,,0.94,0.03,2,,1.26,0.05,10.2,6.40,0.24,3.9,2.44,0.09
,,,,,0%,,,0,1,0,1,253,02/24/18 11:37,02/24/18 19:00,,,,0.04,460,0.00,189,,5.4,0.2,20,,0.6,0.0,4.2,,0.12,0.00,2.11,,0.06,0.00,5.99,,0.17,0.01,1.5,,0.04,0.00,2,,0.06,0.00,10.2,0.29,0.01,3.9,0.11,0.00
02/24/18 21:00,02/25/18 05:25,1800754,ESW2-100,30140,100%,6,,0,0,0,1,254,02/24/18 21:00,02/25/18 05:25,,,,5.43,30140,0.31,3942,,7417.1,273.7,23.9,,45.0,1.7,5.2,,9.78,0.36,2.35,,4.42,0.16,18.3,,34.43,1.27,1.57,,2.95,0.11,7.21,,13.57,0.50,23.5,44.22,1.63,16.0,30.01,1.11
,,,,,0%,,,0,1,0,0,255,03/26/18 23:55,03/27/18 08:45,,,,0.00,14,0.00,63,,0.1,0.0,50.2,,0.0,0.0,6.2,,0.00,0.00,0.21,,0.00,0.00,2.88,,0.00,0.00,0.108,,0.00,0.00,0.322,,0.00,0.00,9.1,0.01,0.00,2.7,0.00,0.00
,,,,,0%,,,0,1,0,0,256,03/31/18 08:11,03/31/18 18:45,,,,0.01,55,0.00,63,,0.2,0.0,50.2,,0.2,0.0,6.2,,0.02,0.00,0.21,,0.00,0.00,2.88,,0.01,0.00,0.108,,0.00,0.00,0.322,,0.00,0.00,9.1,0.03,0.00,2.7,0.01,0.00
04/11/18 08:15,04/12/18 13:12,1801486,ESW2-101,1198,100%,3,,0,0,0,0,257,04/11/18 08:15,04/12/18 13:12,,,,0.11,1198,0.01,63,,4.7,0.2,50.2,,3.8,0.1,6.2,,0.46,0.02,0.21,,0.02,0.00,2.88,,0.22,0.01,0.11,,0.01,0.00,0.322,,0.02,0.00,9.1,0.68,0.03,2.7,0.20,0.01
,,,,,0%,,,0,1,0,0,258,04/12/18 13:12,04/13/18 06:19,,,,0.00,26,0.00,63,,0.1,0.0,50.2,,0.1,0.0,6.2,,0.01,0.00,0.21,,0.00,0.00,2.88,,0.00,0.00,0.108,,0.00,0.00,0.322,,0.00,0.00,9.1,0.01,0.00,2.7,0.00,0.00
04/13/18 06:19,04/14/18 02:03,1801487,ESW2-102,4687,100%,8,,0,0,0,0,259,04/13/18 06:19,04/14/18 02:03,,,,0.41,4687,0.05,1028,,300.8,11.1,91.7,,26.8,1.0,19.8,,5.79,0.21,0.7,,0.20,0.01,11.3,,3.31,0.12,0.38,,0.11,0.00,2.55,,0.75,0.03,31.1,9.10,0.34,10.6,3.10,0.11
,,,,,0%,,,0,1,0,0,260,04/17/18 13:10,04/20/18 07:23,,,,0.09,4822,0.05,49,,14.7,0.5,112,,33.7,1.2,40.8,,12.28,0.45,0.82,,0.25,0.01,4.47,,1.35,0.05,0.599,,0.18,0.01,0.733,,0.22,0.01,45.3,13.63,0.50,3.7,1.10,0.04
,,,,,0%,,,0,1,0,0,261,04/20/18 07:23,04/21/18 07:31,,,,0.33,12796,0.13,49,,39.1,1.4,112,,89.5,3.3,40.8,,32.59,1.20,0.82,,0.66,0.02,4.47,,3.57,0.13,0.599,,0.48,0.02,0.733,,0.59,0.02,45.3,36.16,1.33,3.7,2.92,0.11
04/21/18 07:31,04/22/18 07:01,1801507,ESW2-103,29640,100%,7,,0,0,0,0,262,04/21/18 07:31,04/22/18 07:01,,,,0.85,29640,0.30,49,,90.7,3.3,112.0,,207.2,7.6,40.8,,75.50,2.79,0.82,,1.52,0.06,4.47,,8.27,0.31,0.60,,1.11,0.04,0.733,,1.36,0.05,45.3,83.77,3.09,3.7,6.75,0.25
04/22/18 07:01,04/23/18 06:22,1801508,ESW2-104,79133,100%,7,,0,0,0,0,263,04/22/18 07:01,04/23/18 06:22,,,,3.04,79133,0.80,387,,1911.8,70.5,93.8,,463.4,17.1,40.9,,202.05,7.46,0.77,,3.80,0.14,5.17,,25.54,0.94,0.72,,3.54,0.13,1.25,,6.18,0.23,46.1,227.59,8.40,4.4,21.74,0.80
04/23/18 06:22,04/26/18 17:30,1801523,ESW2-105,58893,100%,14,,0,0,0,0,264,04/23/18 06:22,04/26/18 17:30,,,,1.87,58893,0.60,172,,632.4,23.3,100.0,,367.7,13.6,44.1,,162.14,5.98,0.75,,2.76,0.10,5.22,,19.19,0.71,0.75,,2.75,0.10,1.07,,3.93,0.15,49.3,181.33,6.69,4.5,16.43,0.61
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,265,04/27/18 00:20,04/27/18 11:00,,,,0.00,16,0.00,172,,0.2,0.0,100,,0.1,0.0,44.1,,0.04,0.00,0.75,,0.00,0.00,5.22,,0.01,0.00,0.747,,0.00,0.00,1.07,,0.00,0.00,49.3,0.05,0.00,4.5,0.00,0.00
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,266,05/01/18 22:50,05/03/18 20:31,,,,1.19,14592,0.15,387,,352.5,13.0,93.8,,85.4,3.2,40.9,,37.26,1.37,0.77,,0.70,0.03,5.17,,4.71,0.17,0.717,,0.65,0.02,1.25,,1.14,0.04,46.1,41.97,1.55,4.4,4.01,0.15
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,267,05/03/18 20:31,05/06/18 00:45,,,,9.31,146985,1.49,387,,3551.1,131.0,93.8,,860.7,31.8,40.9,,375.30,13.85,0.77,,7.07,0.26,5.17,,47.44,1.75,0.717,,6.58,0.24,1.25,,11.47,0.42,46.1,422.74,15.60,4.4,40.37,1.49
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,268,05/06/18 00:45,05/06/18 16:14,,,,0.05,797,0.01,387,,19.3,0.7,93.8,,4.7,0.2,40.9,,2.04,0.08,0.77,,0.04,0.00,5.17,,0.26,0.01,0.717,,0.04,0.00,1.25,,0.06,0.00,46.1,2.29,0.08,4.4,0.22,0.01
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,269,05/09/18 07:30,05/09/18 20:50,,,,1.77,11509,0.12,387,,278.1,10.3,93.8,,67.4,2.5,40.9,,29.39,1.08,0.77,,0.55,0.02,5.17,,3.71,0.14,0.717,,0.52,0.02,1.25,,0.90,0.03,46.1,33.10,1.22,4.4,3.16,0.12
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,270,05/09/18 20:50,05/11/18 06:05,,,,0.16,3884,0.04,387,,93.8,3.5,93.8,,22.7,0.8,40.9,,9.92,0.37,0.77,,0.19,0.01,5.17,,1.25,0.05,0.717,,0.17,0.01,1.25,,0.30,0.01,46.1,11.17,0.41,4.4,1.07,0.04
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,271,05/11/18 10:30,05/12/18 15:00,,,,0.18,2498,0.03,387,,60.4,2.2,93.8,,14.6,0.5,40.9,,6.38,0.24,0.77,,0.12,0.00,5.17,,0.81,0.03,0.717,,0.11,0.00,1.25,,0.19,0.01,46.1,7.18,0.27,4.4,0.69,0.03
,,,,,#DIV/0!,,"don't use, heavy sediment affected flume",0,1,1,0,272,05/12/18 19:00,05/13/18 12:00,,,,0.00,0,0.00,387,,0.0,0.0,93.8,,0.0,0.0,40.9,,0.00,0.00,0.77,,0.00,0.00,5.17,,0.00,0.00,0.717,,0.00,0.00,1.25,,0.00,0.00,46.1,0.00,0.00,4.4,0.00,0.00
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,273,05/15/18 00:15,05/15/18 10:45,,,,0.02,192,0.00,387,,4.6,0.2,93.8,,1.1,0.0,40.9,,0.49,0.02,0.77,,0.01,0.00,5.17,,0.06,0.00,0.717,,0.01,0.00,1.25,,0.02,0.00,46.1,0.55,0.02,4.4,0.05,0.00
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,274,06/02/18 23:40,06/03/18 02:15,,,,0.01,22,0.00,387,,0.5,0.0,93.8,,0.1,0.0,40.9,,0.06,0.00,0.77,,0.00,0.00,5.17,,0.01,0.00,0.717,,0.00,0.00,1.25,,0.00,0.00,46.1,0.06,0.00,4.4,0.01,0.00
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,275,06/15/18 21:11,06/16/18 00:00,,,,0.01,19,0.00,387,,0.5,0.0,93.8,,0.1,0.0,40.9,,0.05,0.00,0.77,,0.00,0.00,5.17,,0.01,0.00,0.717,,0.00,0.00,1.25,,0.00,0.00,46.1,0.06,0.00,4.4,0.01,0.00
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,276,06/18/18 00:31,06/18/18 14:53,,,,17.51,130423,1.33,387,,3151.0,116.3,93.8,,763.7,28.2,40.9,,333.01,12.29,0.77,,6.27,0.23,5.17,,42.09,1.55,0.717,,5.84,0.22,1.25,,10.18,0.38,46.1,375.10,13.84,4.4,35.83,1.32
,,,,,0%,,"don't use, heavy sediment affected flume",0,1,1,0,277,06/18/18 14:53,06/20/18 15:30,,,,0.22,4434,0.05,387,,107.1,4.0,93.8,,26.0,1.0,40.9,,11.32,0.42,0.77,,0.21,0.01,5.17,,1.43,0.05,0.717,,0.20,0.01,1.25,,0.35,0.01,46.1,12.75,0.47,4.4,1.22,0.04
08/28/18 16:02,08/28/18 18:56,01804803,ESW2-106A,52382,100%,21,,0,0,0,0,278,08/28/18 16:02,08/28/18 18:56,,,,14.71,52382,0.53,281,,918.9,33.9,7.5,,24.5,0.9,1.2,,3.92,0.14,0.1,,0.33,0.01,2.14,,7.00,0.26,0.54,,1.78,0.07,0.921,,3.01,0.11,3.3,10.92,0.40,2.0,6.67,0.25
08/28/18 18:56,08/28/18 22:03,01804804,ESW2-106B,7819,100%,5,,0,0,0,0,279,08/28/18 18:56,08/28/18 22:03,,,,1.68,7819,0.08,57,,27.8,1.0,34.8,,17.0,0.6,2.8,,1.37,0.05,0.09,,0.04,0.00,3.29,,1.61,0.06,0.81,,0.39,0.01,0.971,,0.47,0.02,6.1,2.97,0.11,3.2,1.56,0.06
08/28/18 22:03,08/29/18 05:37,01804805,ESW2-106C,6639,100%,10,,0,0,0,0,280,08/28/18 22:03,08/29/18 05:37,,,,0.79,6639,0.07,29,,12.0,0.4,45.2,,18.7,0.7,1.9,,0.79,0.03,0.08,,0.03,0.00,3.5,,1.45,0.05,0.81,,0.34,0.01,0.932,,0.39,0.01,5.4,2.24,0.08,3.4,1.42,0.05
08/29/18 05:37,08/29/18 19:24,01804806,ESW2-106D,1129,100%,4,,0,0,0,0,281,08/29/18 05:37,08/30/18 12:00,,,,0.10,1129,0.01,4,,0.3,0.0,60.9,,4.3,0.2,0.5,,0.04,0.00,0.07,,0.00,0.00,3.19,,0.22,0.01,0.68,,0.05,0.00,0.727,,0.05,0.00,3.7,0.26,0.01,3.1,0.22,0.01
